GISJOIN,YEAR,STUSAB,GEOID,GEOCODE,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,COUSUBCC,SUBMCDA,CONCITA,PLACEA,PLACECC,TRACTA,BLKGRPA,BLOCKA,AIANHHA,RES_ONLYA,TRUSTA,AIANHHCC,AITSA,TTRACTA,TBLKGRPA,ANRCA,CBSAA,MEMI,CSAA,METDIVA,NECTAA,NMEMI,CNECTAA,NECTADIVA,CBSAPCI,NECTAPCI,UAA,URA,CD116A,SLDU18A,SLDL18A,VTD,VTDI,ZCTAA,SDELMA,SDSECA,SDUNIA,PUMA,AREALAND,AREAWATR,BASENAME,NAME,FUNCSTAT,INTPTLAT,INTPTLON,LSADC,UGA,U7H001
"G36009709501001000","2020","NY","1000000US360979501001000","360979501001000","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1000","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","28980","02404","920631","0","1000","Block 1000","S","+42.5430943","-076.7028522","BK","99999",11
"G36009709501001001","2020","NY","1000000US360979501001001","360979501001001","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1001","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","28980","02404","465087","0","1001","Block 1001","S","+42.5429899","-076.7145191","BK","99999",17
"G36009709501001002","2020","NY","1000000US360979501001002","360979501001002","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1002","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","28980","02404","1181850","0","1002","Block 1002","S","+42.5405244","-076.7234258","BK","99999",40
"G36009709501001003","2020","NY","1000000US360979501001003","360979501001003","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1003","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","28980","02404","735438","0","1003","Block 1003","S","+42.5388363","-076.7302027","BK","99999",5
"G36009709501001004","2020","NY","1000000US360979501001004","360979501001004","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1004","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","28980","02404","604019","0","1004","Block 1004","S","+42.5417939","-076.7406130","BK","99999",3
"G36009709501001005","2020","NY","1000000US360979501001005","360979501001005","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1005","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14847","99999","99999","22140","02404","702479","0","1005","Block 1005","S","+42.5433667","-076.7543521","BK","99999",0
"G36009709501001006","2020","NY","1000000US360979501001006","360979501001006","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1006","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14847","99999","99999","22140","02404","2391898","0","1006","Block 1006","S","+42.5389003","-076.7640780","BK","99999",12
"G36009709501001007","2020","NY","1000000US360979501001007","360979501001007","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1007","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","22140","02404","30016","0","1007","Block 1007","S","+42.5375657","-076.7784538","BK","99999",0
"G36009709501001008","2020","NY","1000000US360979501001008","360979501001008","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1008","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","28980","02404","1356082","0","1008","Block 1008","S","+42.5355389","-076.7832543","BK","99999",0
"G36009709501001009","2020","NY","1000000US360979501001009","360979501001009","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1009","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","28980","02404","204349","0","1009","Block 1009","S","+42.5423561","-076.7861693","BK","99999",0
"G36009709501001010","2020","NY","1000000US360979501001010","360979501001010","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1010","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","22140","02404","183789","0","1010","Block 1010","S","+42.5408131","-076.7901174","BK","99999",12
"G36009709501001011","2020","NY","1000000US360979501001011","360979501001011","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1011","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","28980","02404","1248764","0","1011","Block 1011","S","+42.5361857","-076.7089458","BK","99999",45
"G36009709501001012","2020","NY","1000000US360979501001012","360979501001012","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1012","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","28980","02404","47203","0","1012","Block 1012","S","+42.5377736","-076.6994374","BK","99999",5
"G36009709501001013","2020","NY","1000000US360979501001013","360979501001013","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1013","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","28980","02404","2497866","0","1013","Block 1013","S","+42.5257751","-076.7034368","BK","99999",121
"G36009709501001014","2020","NY","1000000US360979501001014","360979501001014","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1014","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","28980","02404","380182","0","1014","Block 1014","S","+42.5280578","-076.7179831","BK","99999",6
"G36009709501001015","2020","NY","1000000US360979501001015","360979501001015","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1015","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","28980","02404","631712","0","1015","Block 1015","S","+42.5332627","-076.7294730","BK","99999",31
"G36009709501001016","2020","NY","1000000US360979501001016","360979501001016","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1016","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","28980","02404","1174182","0","1016","Block 1016","S","+42.5338636","-076.7449079","BK","99999",31
"G36009709501001017","2020","NY","1000000US360979501001017","360979501001017","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1017","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","28980","02404","706472","0","1017","Block 1017","S","+42.5316023","-076.7592015","BK","99999",16
"G36009709501001018","2020","NY","1000000US360979501001018","360979501001018","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1018","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","28980","02404","278373","0","1018","Block 1018","S","+42.5304792","-076.7793342","BK","99999",16
"G36009709501001019","2020","NY","1000000US360979501001019","360979501001019","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1019","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","28980","02404","9271615","0","1019","Block 1019","S","+42.5103825","-076.7719682","BK","99999",29
"G36009709501001020","2020","NY","1000000US360979501001020","360979501001020","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1020","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","30240","02404","152406","0","1020","Block 1020","S","+42.5118086","-076.7884838","BK","99999",0
"G36009709501001021","2020","NY","1000000US360979501001021","360979501001021","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1021","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","28980","02404","259941","0","1021","Block 1021","S","+42.5208213","-076.7528447","BK","99999",13
"G36009709501001022","2020","NY","1000000US360979501001022","360979501001022","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1022","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","28980","02404","139471","0","1022","Block 1022","S","+42.5291597","-076.7632924","BK","99999",3
"G36009709501001023","2020","NY","1000000US360979501001023","360979501001023","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1023","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","28980","02404","2068520","0","1023","Block 1023","S","+42.5221805","-076.7618997","BK","99999",5
"G36009709501001024","2020","NY","1000000US360979501001024","360979501001024","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1024","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","28980","02404","2147416","16349","1024","Block 1024","S","+42.5232190","-076.7434547","BK","99999",32
"G36009709501001025","2020","NY","1000000US360979501001025","360979501001025","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1025","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","28980","02404","965037","0","1025","Block 1025","S","+42.5237037","-076.7278271","BK","99999",31
"G36009709501001026","2020","NY","1000000US360979501001026","360979501001026","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1026","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","28980","02404","303580","0","1026","Block 1026","S","+42.5288936","-076.7261755","BK","99999",19
"G36009709501001027","2020","NY","1000000US360979501001027","360979501001027","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1027","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","28980","02404","40623","0","1027","Block 1027","S","+42.5158771","-076.7232156","BK","99999",4
"G36009709501001028","2020","NY","1000000US360979501001028","360979501001028","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1028","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","28980","02404","116671","0","1028","Block 1028","S","+42.5158029","-076.7179096","BK","99999",11
"G36009709501001029","2020","NY","1000000US360979501001029","360979501001029","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1029","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","28980","02404","940018","0","1029","Block 1029","S","+42.5209847","-076.7163026","BK","99999",27
"G36009709501001030","2020","NY","1000000US360979501001030","360979501001030","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1030","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","28980","02404","485233","0","1030","Block 1030","S","+42.5110877","-076.7028707","BK","99999",1
"G36009709501001031","2020","NY","1000000US360979501001031","360979501001031","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1031","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","28980","02404","593579","0","1031","Block 1031","S","+42.5142553","-076.6995144","BK","99999",4
"G36009709501001032","2020","NY","1000000US360979501001032","360979501001032","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1032","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","28980","02404","1488858","0","1032","Block 1032","S","+42.4922464","-076.7834294","BK","99999",10
"G36009709501001033","2020","NY","1000000US360979501001033","360979501001033","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1033","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14818","99999","99999","30240","02404","93267","0","1033","Block 1033","S","+42.4911633","-076.7902869","BK","99999",0
"G36009709501001034","2020","NY","1000000US360979501001034","360979501001034","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1034","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14818","99999","99999","30240","02404","1432646","0","1034","Block 1034","S","+42.4785175","-076.7815837","BK","99999",60
"G36009709501001035","2020","NY","1000000US360979501001035","360979501001035","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1035","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","30240","02404","1201125","0","1035","Block 1035","S","+42.4777012","-076.7726713","BK","99999",10
"G36009709501001036","2020","NY","1000000US360979501001036","360979501001036","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1036","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","28980","02404","531279","0","1036","Block 1036","S","+42.4884453","-076.7730748","BK","99999",9
"G36009709501001037","2020","NY","1000000US360979501001037","360979501001037","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1037","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","28980","02404","2328626","0","1037","Block 1037","S","+42.4873116","-076.7534650","BK","99999",34
"G36009709501001038","2020","NY","1000000US360979501001038","360979501001038","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1038","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","28980","02404","826257","0","1038","Block 1038","S","+42.4939794","-076.7572676","BK","99999",9
"G36009709501001039","2020","NY","1000000US360979501001039","360979501001039","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1039","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","28980","02404","1532950","0","1039","Block 1039","S","+42.4962062","-076.7455257","BK","99999",26
"G36009709501001040","2020","NY","1000000US360979501001040","360979501001040","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1040","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","28980","02404","371898","0","1040","Block 1040","S","+42.5028360","-076.7421320","BK","99999",13
"G36009709501001041","2020","NY","1000000US360979501001041","360979501001041","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1041","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","28980","02404","2637047","0","1041","Block 1041","S","+42.5051657","-076.7369032","BK","99999",30
"G36009709501001042","2020","NY","1000000US360979501001042","360979501001042","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1042","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","28980","02404","553775","0","1042","Block 1042","S","+42.5137369","-076.7284424","BK","99999",9
"G36009709501001043","2020","NY","1000000US360979501001043","360979501001043","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1043","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","28980","02404","482463","0","1043","Block 1043","S","+42.5202014","-076.7319996","BK","99999",7
"G36009709501001044","2020","NY","1000000US360979501001044","360979501001044","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1044","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","28980","02404","786373","0","1044","Block 1044","S","+42.5123262","-076.7127566","BK","99999",10
"G36009709501001045","2020","NY","1000000US360979501001045","360979501001045","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1045","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","28980","02404","487221","0","1045","Block 1045","S","+42.4982593","-076.7204773","BK","99999",21
"G36009709501001046","2020","NY","1000000US360979501001046","360979501001046","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1046","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","28980","02404","865382","0","1046","Block 1046","S","+42.5064283","-076.7156786","BK","99999",26
"G36009709501001047","2020","NY","1000000US360979501001047","360979501001047","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1047","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","28980","02404","1155841","0","1047","Block 1047","S","+42.5065310","-076.7275758","BK","99999",32
"G36009709501001048","2020","NY","1000000US360979501001048","360979501001048","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1048","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","28980","02404","65580","0","1048","Block 1048","S","+42.4910787","-076.7316805","BK","99999",11
"G36009709501001049","2020","NY","1000000US360979501001049","360979501001049","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1049","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","28980","02404","1158964","0","1049","Block 1049","S","+42.4906928","-076.7239216","BK","99999",11
"G36009709501001050","2020","NY","1000000US360979501001050","360979501001050","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1050","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","28980","02404","1331110","0","1050","Block 1050","S","+42.4975346","-076.7066764","BK","99999",18
"G36009709501001051","2020","NY","1000000US360979501001051","360979501001051","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1051","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","28980","02404","602006","0","1051","Block 1051","S","+42.5054066","-076.6999499","BK","99999",14
"G36009709501001052","2020","NY","1000000US360979501001052","360979501001052","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1052","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","28980","02404","856442","0","1052","Block 1052","S","+42.4766603","-076.7409983","BK","99999",7
"G36009709501001053","2020","NY","1000000US360979501001053","360979501001053","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1053","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","28980","02404","47928","0","1053","Block 1053","S","+42.4816385","-076.7317569","BK","99999",5
"G36009709501001054","2020","NY","1000000US360979501001054","360979501001054","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1054","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","28980","02404","1949396","0","1054","Block 1054","S","+42.4806772","-076.7222190","BK","99999",26
"G36009709501001055","2020","NY","1000000US360979501001055","360979501001055","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1055","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","28980","02404","53689","0","1055","Block 1055","S","+42.4856126","-076.7236856","BK","99999",11
"G36009709501001056","2020","NY","1000000US360979501001056","360979501001056","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1056","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","28980","02404","246865","0","1056","Block 1056","S","+42.4909037","-076.7168794","BK","99999",14
"G36009709501001057","2020","NY","1000000US360979501001057","360979501001057","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1057","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","28980","02404","646710","0","1057","Block 1057","S","+42.4793566","-076.7454023","BK","99999",19
"G36009709501001058","2020","NY","1000000US360979501001058","360979501001058","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1058","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","28980","02404","272434","0","1058","Block 1058","S","+42.4869239","-076.7355622","BK","99999",2
"G36009709501001059","2020","NY","1000000US360979501001059","360979501001059","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1059","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","28980","02404","14739","0","1059","Block 1059","S","+42.4886227","-076.7324076","BK","99999",12
"G36009709501001060","2020","NY","1000000US360979501001060","360979501001060","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1060","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000009","A","14886","99999","99999","30240","02404","301899","0","1060","Block 1060","S","+42.4695101","-076.7525131","BK","99999",7
"G36009709501001061","2020","NY","1000000US360979501001061","360979501001061","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1061","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","30240","02404","252490","0","1061","Block 1061","S","+42.4747369","-076.7544667","BK","99999",0
"G36009709501001062","2020","NY","1000000US360979501001062","360979501001062","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1062","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","30240","02404","1182891","0","1062","Block 1062","S","+42.4805015","-076.7601913","BK","99999",2
"G36009709501001063","2020","NY","1000000US360979501001063","360979501001063","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1063","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","30240","02404","128328","0","1063","Block 1063","S","+42.4732492","-076.7583923","BK","99999",6
"G36009709501001064","2020","NY","1000000US360979501001064","360979501001064","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1064","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","30240","02404","66235","0","1064","Block 1064","S","+42.4733153","-076.7608501","BK","99999",0
"G36009709501001065","2020","NY","1000000US360979501001065","360979501001065","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1065","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","30240","02404","360236","0","1065","Block 1065","S","+42.4736303","-076.7652196","BK","99999",8
"G36009709501001066","2020","NY","1000000US360979501001066","360979501001066","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1066","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","30240","02404","175162","0","1066","Block 1066","S","+42.4696417","-076.7643654","BK","99999",1
"G36009709501001067","2020","NY","1000000US360979501001067","360979501001067","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1067","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","30240","02404","72062","0","1067","Block 1067","S","+42.4701673","-076.7602643","BK","99999",6
"G36009709501001068","2020","NY","1000000US360979501001068","360979501001068","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1068","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000009","A","14818","99999","99999","30240","02404","1500467","0","1068","Block 1068","S","+42.4631887","-076.7597548","BK","99999",43
"G36009709501001069","2020","NY","1000000US360979501001069","360979501001069","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1069","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000009","A","14886","99999","99999","30240","02404","9567","0","1069","Block 1069","S","+42.4698307","-076.7575682","BK","99999",12
"G36009709501001070","2020","NY","1000000US360979501001070","360979501001070","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1070","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000009","A","14886","99999","99999","28980","02404","24686","0","1070","Block 1070","S","+42.4725607","-076.7509087","BK","99999",1
"G36009709501001071","2020","NY","1000000US360979501001071","360979501001071","1","2","New York","36","Schuyler County","097","33073","T1","99999","99999","99999","99","950100","1","1071","9999","9999","9999","99","999","999999","9","99999","99999","9","999","99999","99999","9","999","99999","9","9","99999","R","23","058","132","000007","A","14886","99999","99999","28980","02404","1174744","0","1071","Block 1071","S","+42.4865264","-076.7046693","BK","99999",20
