GISJOIN,YEAR,STUSAB,GEOID,GEOCODE,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,COUSUBCC,SUBMCDA,CONCITA,PLACEA,PLACECC,TRACTA,BLKGRPA,BLOCKA,AIANHHA,RES_ONLYA,TRUSTA,AIANHHCC,AITSA,TTRACTA,TBLKGRPA,ANRCA,CBSAA,MEMI,CSAA,METDIVA,NECTAA,NMEMI,CNECTAA,NECTADIVA,CBSAPCI,NECTAPCI,UAA,URA,CD116A,SLDU18A,SLDL18A,VTD,VTDI,ZCTAA,SDELMA,SDSECA,SDUNIA,PUMA,AREALAND,AREAWATR,BASENAME,NAME,FUNCSTAT,INTPTLAT,INTPTLON,LSADC,UGA,U7H001
"G36009909508023018","2020","NY","1000000US360999508023018","360999508023018","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3018","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000011","A","14541","99999","99999","24930","00800","20366","0","3018","Block 3018","S","+42.7257393","-076.9048595","BK","99999",0
"G36009909508023019","2020","NY","1000000US360999508023019","360999508023019","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3019","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000011","A","14541","99999","99999","24930","00800","117320","0","3019","Block 3019","S","+42.7383716","-076.9079936","BK","99999",0
"G36009909508023020","2020","NY","1000000US360999508023020","360999508023020","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3020","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000011","A","14541","99999","99999","24930","00800","1076376","0","3020","Block 3020","S","+42.7469178","-076.9051296","BK","99999",27
"G36009909508023021","2020","NY","1000000US360999508023021","360999508023021","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3021","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000011","A","14541","99999","99999","24930","00800","298947","0","3021","Block 3021","S","+42.7462292","-076.8927075","BK","99999",0
"G36009909508023022","2020","NY","1000000US360999508023022","360999508023022","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3022","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000011","A","14541","99999","99999","24930","00800","109350","0","3022","Block 3022","S","+42.7428338","-076.8914725","BK","99999",4
"G36009909508023023","2020","NY","1000000US360999508023023","360999508023023","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3023","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000011","A","14541","99999","99999","24930","00800","859632","0","3023","Block 3023","S","+42.7355241","-076.8885111","BK","99999",23
"G36009909508023024","2020","NY","1000000US360999508023024","360999508023024","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3024","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000011","A","14541","99999","99999","24930","00800","1015044","0","3024","Block 3024","S","+42.7354487","-076.8968566","BK","99999",0
"G36009909508023025","2020","NY","1000000US360999508023025","360999508023025","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3025","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000011","A","14541","99999","99999","24930","00800","75682","0","3025","Block 3025","S","+42.7316107","-076.9028038","BK","99999",0
"G36009909508023026","2020","NY","1000000US360999508023026","360999508023026","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3026","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000011","A","14541","99999","99999","24930","00800","171814","0","3026","Block 3026","S","+42.7374022","-076.9014487","BK","99999",0
"G36009909508023027","2020","NY","1000000US360999508023027","360999508023027","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3027","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000011","A","14541","99999","99999","24930","00800","13394","0","3027","Block 3027","S","+42.7355956","-076.9028832","BK","99999",0
"G36009909508023028","2020","NY","1000000US360999508023028","360999508023028","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3028","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000011","A","14541","99999","99999","24930","00800","461685","0","3028","Block 3028","S","+42.7438102","-076.9085090","BK","99999",53
"G36009909508023029","2020","NY","1000000US360999508023029","360999508023029","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3029","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000011","A","14541","99999","99999","24930","00800","27694","0","3029","Block 3029","S","+42.7429185","-076.9139228","BK","99999",0
"G36009909508023030","2020","NY","1000000US360999508023030","360999508023030","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3030","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000011","A","14541","99999","99999","24930","00800","23535","0","3030","Block 3030","S","+42.7431580","-076.9118097","BK","99999",0
"G36009909508023031","2020","NY","1000000US360999508023031","360999508023031","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3031","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000011","A","14541","99999","99999","24930","00800","44348","0","3031","Block 3031","S","+42.7443569","-076.9175109","BK","99999",38
"G36009909508023032","2020","NY","1000000US360999508023032","360999508023032","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3032","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000011","A","14541","99999","99999","24930","00800","80088","0","3032","Block 3032","S","+42.7420354","-076.9084375","BK","99999",0
"G36009909508023033","2020","NY","1000000US360999508023033","360999508023033","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3033","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000011","A","14541","99999","99999","24930","00800","72796","0","3033","Block 3033","S","+42.7415312","-076.9130374","BK","99999",4
"G36009909508023034","2020","NY","1000000US360999508023034","360999508023034","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3034","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000011","A","14541","99999","99999","24930","00800","70723","0","3034","Block 3034","S","+42.7407344","-076.9098755","BK","99999",0
"G36009909508023035","2020","NY","1000000US360999508023035","360999508023035","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3035","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000011","A","14541","99999","99999","24930","00800","11735","0","3035","Block 3035","S","+42.7400855","-076.9112157","BK","99999",0
"G36009909508023036","2020","NY","1000000US360999508023036","360999508023036","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3036","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000011","A","14541","99999","99999","24930","00800","6226","0","3036","Block 3036","S","+42.7390877","-076.9101692","BK","99999",0
"G36009909508023037","2020","NY","1000000US360999508023037","360999508023037","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3037","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000011","A","14541","99999","99999","24930","00800","6814","0","3037","Block 3037","S","+42.7401993","-076.9055233","BK","99999",0
"G36009909508023038","2020","NY","1000000US360999508023038","360999508023038","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3038","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000011","A","14541","99999","99999","24930","00800","7270","0","3038","Block 3038","S","+42.7391007","-076.9039198","BK","99999",0
"G36009909508023039","2020","NY","1000000US360999508023039","360999508023039","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3039","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000011","A","14541","99999","99999","24930","00800","50222","0","3039","Block 3039","S","+42.7369133","-076.9054167","BK","99999",0
"G36009909508023040","2020","NY","1000000US360999508023040","360999508023040","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3040","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000011","A","14541","99999","99999","24930","00800","38808","0","3040","Block 3040","S","+42.7351468","-076.9044877","BK","99999",0
"G36009909508023041","2020","NY","1000000US360999508023041","360999508023041","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3041","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000011","A","14541","99999","99999","24930","00800","43535","0","3041","Block 3041","S","+42.7336131","-076.9038426","BK","99999",0
"G36009909508023042","2020","NY","1000000US360999508023042","360999508023042","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3042","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000011","A","14541","99999","99999","24930","00800","10882","0","3042","Block 3042","S","+42.7291336","-076.8955735","BK","99999",0
"G36009909508023043","2020","NY","1000000US360999508023043","360999508023043","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3043","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000011","A","14541","99999","99999","24930","00800","18777","0","3043","Block 3043","S","+42.7306009","-076.9004679","BK","99999",0
"G36009909508023044","2020","NY","1000000US360999508023044","360999508023044","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3044","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000011","A","14541","99999","99999","24930","00800","114206","0","3044","Block 3044","S","+42.7278774","-076.9025273","BK","99999",0
"G36009909508023045","2020","NY","1000000US360999508023045","360999508023045","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3045","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000011","A","14541","99999","99999","24930","00800","57210","0","3045","Block 3045","S","+42.7299739","-076.9034087","BK","99999",0
"G36009909508023046","2020","NY","1000000US360999508023046","360999508023046","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3046","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000011","A","14541","99999","99999","24930","00800","107392","0","3046","Block 3046","S","+42.7227232","-076.9026503","BK","99999",0
"G36009909508023047","2020","NY","1000000US360999508023047","360999508023047","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3047","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000011","A","14541","99999","99999","24930","00800","70155","0","3047","Block 3047","S","+42.7249649","-076.9023718","BK","99999",0
"G36009909508023048","2020","NY","1000000US360999508023048","360999508023048","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3048","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000011","A","14541","99999","99999","24930","00800","58312","0","3048","Block 3048","S","+42.7254976","-076.9004431","BK","99999",0
"G36009909508023049","2020","NY","1000000US360999508023049","360999508023049","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3049","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000011","A","14541","99999","99999","24930","00800","858411","0","3049","Block 3049","S","+42.7232690","-076.8966159","BK","99999",3
"G36009909508023050","2020","NY","1000000US360999508023050","360999508023050","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3050","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000011","A","14541","99999","99999","24930","00800","392520","0","3050","Block 3050","S","+42.7255014","-076.8846333","BK","99999",2
"G36009909508023051","2020","NY","1000000US360999508023051","360999508023051","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3051","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000012","A","14541","99999","99999","24930","00800","561056","0","3051","Block 3051","S","+42.7224786","-076.8871353","BK","99999",0
"G36009909508023052","2020","NY","1000000US360999508023052","360999508023052","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3052","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000012","A","14521","99999","99999","22140","00800","1477796","0","3052","Block 3052","S","+42.7105537","-076.8804859","BK","99999",8
"G36009909508023053","2020","NY","1000000US360999508023053","360999508023053","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3053","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000011","A","14521","99999","99999","22140","00800","126748","0","3053","Block 3053","S","+42.7035375","-076.8788827","BK","99999",2
"G36009909508023054","2020","NY","1000000US360999508023054","360999508023054","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3054","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000011","A","14541","99999","99999","22140","00800","394667","0","3054","Block 3054","S","+42.7138965","-076.8899905","BK","99999",5
"G36009909508023055","2020","NY","1000000US360999508023055","360999508023055","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3055","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000011","A","14541","99999","99999","24930","00800","177232","0","3055","Block 3055","S","+42.7196795","-076.8910518","BK","99999",24
"G36009909508023056","2020","NY","1000000US360999508023056","360999508023056","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3056","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000011","A","99999","99999","99999","24930","00800","0","7982699","3056","Block 3056","S","+42.7333730","-076.9293499","BK","99999",0
"G36009909508023057","2020","NY","1000000US360999508023057","360999508023057","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3057","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000011","A","99999","99999","99999","22140","00800","0","9758422","3057","Block 3057","S","+42.6982529","-076.9084641","BK","99999",0
"G36009909508023058","2020","NY","1000000US360999508023058","360999508023058","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3058","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000011","A","14521","99999","99999","22140","00800","209498","0","3058","Block 3058","S","+42.7132213","-076.9044970","BK","99999",10
"G36009909508023059","2020","NY","1000000US360999508023059","360999508023059","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3059","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000011","A","14521","99999","99999","22140","00800","93317","0","3059","Block 3059","S","+42.7156379","-076.9036164","BK","99999",0
"G36009909508023060","2020","NY","1000000US360999508023060","360999508023060","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3060","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000011","A","14541","99999","99999","24930","00800","18988","0","3060","Block 3060","S","+42.7179540","-076.9034469","BK","99999",0
"G36009909508023061","2020","NY","1000000US360999508023061","360999508023061","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3061","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000011","A","14521","99999","99999","22140","00800","1443534","0","3061","Block 3061","S","+42.7093207","-076.8929816","BK","99999",0
"G36009909508023062","2020","NY","1000000US360999508023062","360999508023062","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3062","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000011","A","14521","99999","99999","22140","00800","17185","0","3062","Block 3062","S","+42.7097288","-076.8909616","BK","99999",0
"G36009909508023063","2020","NY","1000000US360999508023063","360999508023063","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3063","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000011","A","14521","99999","99999","22140","00800","35092","0","3063","Block 3063","S","+42.7087559","-076.8919347","BK","99999",0
"G36009909508023064","2020","NY","1000000US360999508023064","360999508023064","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3064","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000011","A","14541","99999","99999","24930","00800","30586","0","3064","Block 3064","S","+42.7282163","-076.9054198","BK","99999",0
"G36009909508023065","2020","NY","1000000US360999508023065","360999508023065","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3065","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000012","A","14521","99999","99999","22140","00800","201646","0","3065","Block 3065","S","+42.7048666","-076.8727789","BK","99999",15
"G36009909508023066","2020","NY","1000000US360999508023066","360999508023066","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3066","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000012","A","14521","99999","99999","22140","00800","14883","0","3066","Block 3066","S","+42.7072924","-076.8693784","BK","99999",0
"G36009909508023067","2020","NY","1000000US360999508023067","360999508023067","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3067","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000011","A","14521","99999","99999","22140","00800","1249187","0","3067","Block 3067","S","+42.6924787","-076.8806495","BK","99999",11
"G36009909508023068","2020","NY","1000000US360999508023068","360999508023068","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3068","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000011","A","14521","99999","99999","22140","00800","1341673","0","3068","Block 3068","S","+42.6999032","-076.8908246","BK","99999",0
"G36009909508023069","2020","NY","1000000US360999508023069","360999508023069","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3069","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000012","A","14521","99999","99999","22140","00800","24732","0","3069","Block 3069","S","+42.7039988","-076.8662483","BK","99999",0
"G36009909508023070","2020","NY","1000000US360999508023070","360999508023070","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3070","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000011","A","14521","99999","99999","22140","00800","1532739","0","3070","Block 3070","S","+42.6987368","-076.8602335","BK","99999",13
"G36009909508023071","2020","NY","1000000US360999508023071","360999508023071","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3071","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000010","A","14521","99999","99999","22140","00800","270649","0","3071","Block 3071","S","+42.6973157","-076.8420669","BK","99999",2
"G36009909508023072","2020","NY","1000000US360999508023072","360999508023072","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3072","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000012","A","14521","99999","99999","22140","00800","16370","0","3072","Block 3072","S","+42.6996116","-076.8402840","BK","99999",7
"G36009909508023073","2020","NY","1000000US360999508023073","360999508023073","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3073","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000010","A","14521","99999","99999","22140","00800","1240791","0","3073","Block 3073","S","+42.6985030","-076.8282046","BK","99999",3
"G36009909508023074","2020","NY","1000000US360999508023074","360999508023074","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3074","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000012","A","14521","99999","99999","24930","00800","25665","0","3074","Block 3074","S","+42.7046612","-076.8233939","BK","99999",0
"G36009909508023075","2020","NY","1000000US360999508023075","360999508023075","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3075","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000011","A","14588","99999","99999","22140","00800","180914","0","3075","Block 3075","S","+42.6805795","-076.8760505","BK","99999",3
"G36009909508023076","2020","NY","1000000US360999508023076","360999508023076","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3076","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000011","A","14521","99999","99999","22140","00800","1165404","1531","3076","Block 3076","S","+42.6870069","-076.8675138","BK","99999",296
"G36009909508023077","2020","NY","1000000US360999508023077","360999508023077","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3077","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000011","A","14521","99999","99999","22140","00800","14868","0","3077","Block 3077","S","+42.6826746","-076.8692088","BK","99999",30
"G36009909508023078","2020","NY","1000000US360999508023078","360999508023078","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3078","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000011","A","14521","99999","99999","22140","00800","18785","0","3078","Block 3078","S","+42.6825724","-076.8706349","BK","99999",28
"G36009909508023079","2020","NY","1000000US360999508023079","360999508023079","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3079","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000011","A","14521","99999","99999","22140","00800","763515","0","3079","Block 3079","S","+42.6932167","-076.8721715","BK","99999",12
"G36009909508023080","2020","NY","1000000US360999508023080","360999508023080","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3080","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000011","A","14521","99999","99999","22140","00800","33088","0","3080","Block 3080","S","+42.6940085","-076.8652127","BK","99999",0
"G36009909508023081","2020","NY","1000000US360999508023081","360999508023081","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3081","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000011","A","14521","99999","99999","22140","00800","203135","0","3081","Block 3081","S","+42.6937241","-076.8600134","BK","99999",46
"G36009909508023082","2020","NY","1000000US360999508023082","360999508023082","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3082","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000011","A","14521","99999","99999","22140","00800","91421","0","3082","Block 3082","S","+42.6934060","-076.8454673","BK","99999",9
"G36009909508023083","2020","NY","1000000US360999508023083","360999508023083","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3083","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000011","A","14521","99999","99999","22140","00800","37535","0","3083","Block 3083","S","+42.6836105","-076.8610620","BK","99999",0
"G36009909508023084","2020","NY","1000000US360999508023084","360999508023084","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3084","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000011","A","14521","99999","99999","22140","00800","1066329","0","3084","Block 3084","S","+42.6879449","-076.8564824","BK","99999",24
"G36009909508023085","2020","NY","1000000US360999508023085","360999508023085","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3085","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000011","A","14521","99999","99999","22140","00800","1193339","0","3085","Block 3085","S","+42.6865110","-076.8460228","BK","99999",19
"G36009909508023086","2020","NY","1000000US360999508023086","360999508023086","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3086","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000010","A","14521","99999","99999","22140","00800","2561742","0","3086","Block 3086","S","+42.6881482","-076.8310236","BK","99999",127
"G36009909508023087","2020","NY","1000000US360999508023087","360999508023087","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","55816","C1","950802","3","3087","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","N","N","99999","R","23","054","132","000010","A","14521","99999","99999","22140","00800","17094","0","3087","Block 3087","S","+42.6815333","-076.8240611","BK","99999",9
"G36009909508023088","2020","NY","1000000US360999508023088","360999508023088","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3088","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000010","A","14521","99999","99999","22140","00800","72471","0","3088","Block 3088","S","+42.6835907","-076.8217891","BK","99999",33
"G36009909508023089","2020","NY","1000000US360999508023089","360999508023089","1","2","New York","36","Seneca County","099","63440","T1","99999","99999","99999","99","950802","3","3089","9999","9999","9999","99","999","999999","9","99999","42900","2","464","99999","99999","9","999","99999","9","9","99999","R","23","054","132","000011","A","14588","99999","99999","22140","00800","145205","0","3089","Block 3089","S","+42.6809648","-076.8654023","BK","99999",0
